,x,y,cluster
0,5.224595546722412,-3.2339110374450684,2
1,3.7386314868927,-1.8631401062011719,2
2,14.711854934692383,15.403214454650879,3
3,-10.501497268676758,17.071271896362305,1
4,2.565587282180786,-1.17705500125885,2
5,4.999037265777588,1.189588189125061,2
6,-2.373091220855713,16.7242431640625,1
7,-2.684976100921631,-13.805273056030273,2
8,-4.903330326080322,17.88199234008789,1
9,-1.3367990255355835,16.37047576904297,1
10,-3.6796412467956543,16.348257064819336,1
11,18.546594619750977,-11.705659866333008,0
12,2.876183032989502,-5.574872970581055,2
13,17.142135620117188,-10.789522171020508,0
14,-2.2401435375213623,17.103965759277344,1
15,17.999767303466797,19.816923141479492,3
16,16.41495132446289,15.532959938049316,3
17,15.988020896911621,13.047921180725098,3
18,-2.329564094543457,15.722359657287598,1
19,10.623978614807129,5.990136623382568,3
20,-7.029057502746582,15.812811851501465,1
21,17.597368240356445,-11.364985466003418,0
22,16.058156967163086,-12.88097095489502,0
23,-4.813844203948975,-12.04855728149414,2
24,15.157784461975098,12.568130493164062,3
25,-11.154736518859863,17.3997745513916,1
26,-1.2218531370162964,-3.524799346923828,2
27,13.78530216217041,5.806623935699463,3
28,-7.359267234802246,18.400135040283203,1
29,-3.767598867416382,-12.977201461791992,2
30,1.765407919883728,-0.8368611335754395,2
31,20.195804595947266,-12.273313522338867,0
32,-10.777670860290527,13.823472023010254,1
33,-1.1555454730987549,15.856860160827637,1
34,13.549612998962402,8.381397247314453,3
35,-9.544805526733398,18.061683654785156,1
36,-4.807330131530762,-11.985708236694336,2
37,17.694656372070312,-10.895236015319824,0
38,3.5239944458007812,-4.514983654022217,2
39,15.967633247375488,16.864145278930664,3
40,14.922602653503418,20.1499080657959,3
41,16.073135375976562,12.698380470275879,3
42,11.083961486816406,8.835553169250488,3
43,-9.057392120361328,16.153823852539062,1
44,-4.365461826324463,16.532588958740234,1
45,3.642380475997925,-13.789741516113281,2
46,5.847244739532471,-6.30014181137085,2
47,19.482666015625,13.195473670959473,3
48,9.02762508392334,-5.825089454650879,2
49,2.3694896697998047,-2.7367336750030518,2
50,12.483834266662598,6.410010814666748,3
51,-6.561540603637695,18.306201934814453,1
52,-12.628336906433105,16.379600524902344,1
53,11.14251708984375,9.636603355407715,3
54,-11.742727279663086,15.812211990356445,1
55,-7.778116703033447,16.379379272460938,1
56,16.887624740600586,16.61395835876465,3
57,17.086097717285156,19.83272361755371,3
58,9.103652954101562,-5.910836696624756,2
59,-9.406702995300293,0.9465452432632446,2
60,16.50876235961914,10.359603881835938,3
61,-9.151253700256348,0.2756785452365875,2
62,-4.696090221405029,-12.074592590332031,2
63,-6.407869815826416,1.0380007028579712,2
64,-6.664295196533203,0.9577683210372925,2
65,-9.352907180786133,15.697830200195312,1
66,5.23269510269165,-5.946269512176514,2
67,-10.889298439025879,-0.5223557949066162,2
68,-2.102936267852783,16.40873908996582,1
69,-10.414121627807617,17.396940231323242,1
70,-5.031240940093994,19.044601440429688,1
71,-5.2576799392700195,-11.721487998962402,2
72,3.802046298980713,-1.0078529119491577,2
73,-0.9201222062110901,16.39027976989746,1
74,2.3590662479400635,6.0410284996032715,2
75,13.209498405456543,12.006481170654297,3
76,-3.2536401748657227,-11.394948959350586,2
77,16.021099090576172,-12.921114921569824,0
78,-7.353093147277832,16.94412612915039,1
79,5.96271276473999,1.77937650680542,2
80,3.393983840942383,-5.377039432525635,2
81,-9.239242553710938,18.17783546447754,1
82,19.050355911254883,-12.365906715393066,0
83,-2.319924831390381,-13.817536354064941,2
84,-3.4514880180358887,-11.313406944274902,2
85,3.9950811862945557,0.09919356554746628,2
86,2.352928400039673,6.043329238891602,2
87,-4.842003345489502,-12.071825981140137,2
88,3.3519909381866455,-4.602529525756836,2
89,-5.229414463043213,-11.734554290771484,2
90,-7.672432899475098,18.157751083374023,1
91,-1.5471384525299072,16.605148315429688,1
92,13.439769744873047,11.151725769042969,3
93,-3.3747568130493164,-11.575822830200195,2
94,14.481118202209473,10.624070167541504,3
95,-10.952722549438477,17.067481994628906,1
96,17.086490631103516,7.564013957977295,3
97,-7.4432902336120605,18.81553077697754,1
98,11.81257152557373,3.416804790496826,3
99,20.278291702270508,-8.506077766418457,0
100,-7.2191996574401855,16.742189407348633,1
101,13.985522270202637,16.387149810791016,3
102,17.815715789794922,16.399234771728516,3
103,-2.4790947437286377,15.520684242248535,1
104,-10.004262924194336,15.689194679260254,1
105,15.282443046569824,21.091915130615234,3
106,15.11408519744873,17.02105140686035,3
107,-3.4096131324768066,-11.323993682861328,2
108,-10.593749046325684,-0.6154826283454895,2
109,3.903080701828003,-4.466128349304199,2
110,1.974577784538269,-0.8464123010635376,2
111,-9.716001510620117,15.841349601745605,1
112,3.7292582988739014,-1.45396089553833,2
113,-3.5257279872894287,18.08516502380371,1
114,16.410886764526367,19.4321231842041,3
115,-6.433108329772949,19.047677993774414,1
116,12.095745086669922,3.622183084487915,3
117,10.630433082580566,5.7179388999938965,3
118,-2.028507709503174,15.52103042602539,1
119,18.76352882385254,19.145954132080078,3
120,-4.071058750152588,-12.881081581115723,2
121,16.47462272644043,-9.87973403930664,0
122,14.417211532592773,18.760751724243164,3
123,-10.863923072814941,-0.3449629545211792,2
124,-8.06010913848877,15.168342590332031,1
125,3.3226301670074463,-14.344654083251953,2
126,-9.331533432006836,-0.9830217361450195,2
127,-0.5527225732803345,-12.000690460205078,2
128,6.464823246002197,1.335624098777771,2
129,-10.201468467712402,14.407644271850586,1
130,18.493492126464844,19.023616790771484,3
131,2.3460705280303955,6.051151752471924,2
132,-11.039527893066406,13.231595993041992,1
133,5.521575450897217,-6.069390773773193,2
134,-5.453958511352539,-11.484010696411133,2
135,-10.075000762939453,14.034064292907715,1
136,14.978728294372559,11.633841514587402,3
137,3.762925624847412,0.2361999899148941,2
138,9.568809509277344,-3.307596445083618,2
139,-9.277894020080566,18.338533401489258,1
140,9.574037551879883,2.8589067459106445,3
141,2.8012256622314453,5.525060176849365,2
142,-12.911635398864746,15.753469467163086,1
143,-8.694019317626953,16.314537048339844,1
144,3.1724767684936523,0.7144280672073364,2
145,-13.138190269470215,15.962711334228516,1
146,13.713481903076172,6.526215076446533,3
147,-6.249162673950195,17.59040069580078,1
148,18.077259063720703,20.07392692565918,3
149,13.654338836669922,5.7646989822387695,3
150,16.979196548461914,13.168603897094727,3
151,2.005038261413574,-0.6768462657928467,2
152,11.534273147583008,5.157627105712891,3
153,-6.998536109924316,0.7981152534484863,2
154,-8.99202823638916,16.030136108398438,1
155,17.32550621032715,-11.498924255371094,0
156,-8.956131935119629,0.03830130770802498,2
157,10.845123291015625,3.9106221199035645,3
158,0.275595098733902,-3.0024991035461426,2
159,17.55311393737793,14.663593292236328,3
160,-4.907578945159912,19.027263641357422,1
161,4.5703277587890625,-4.806148529052734,2
162,10.857687950134277,9.243184089660645,3
163,14.376996994018555,19.172500610351562,3
164,-6.698482990264893,0.8880867958068848,2
165,-3.653517484664917,16.22708511352539,1
166,18.296749114990234,-11.473172187805176,0
167,18.370141983032227,-11.650203704833984,0
168,0.22073979675769806,-13.156152725219727,2
169,13.969367027282715,16.20799446105957,3
170,14.86011028289795,12.070427894592285,3
171,-11.120749473571777,16.64716148376465,1
172,-3.467923402786255,17.39754295349121,1
173,15.504748344421387,20.647907257080078,3
174,3.6153929233551025,-3.0307962894439697,2
175,-5.158331871032715,17.02976417541504,1
176,-8.748625755310059,16.235309600830078,1
177,0.6380764245986938,-2.8246383666992188,2
178,2.3958985805511475,-1.1071473360061646,2
179,-6.40382719039917,18.3768367767334,1
180,14.464046478271484,8.589824676513672,3
181,19.39040184020996,19.610227584838867,3
182,-4.173828601837158,17.368024826049805,1
183,2.8480734825134277,-3.0773253440856934,2
184,-2.1586966514587402,16.34718894958496,1
185,-0.6728522777557373,16.307838439941406,1
186,-9.539310455322266,15.89442253112793,1
187,16.085268020629883,17.26897430419922,3
188,6.045347690582275,-6.261253356933594,2
189,7.230179309844971,-5.354823112487793,2
190,-4.962927341461182,16.559978485107422,1
191,15.302607536315918,21.105636596679688,3
192,-5.390063285827637,-11.684243202209473,2
193,4.8802714347839355,1.4486932754516602,2
194,-2.8414993286132812,16.30539894104004,1
195,-10.204985618591309,15.841659545898438,1
196,-10.609884262084961,16.946937561035156,1
197,16.66526222229004,20.550498962402344,3
198,13.467225074768066,7.2502360343933105,3
199,10.880928993225098,4.406174182891846,3
200,19.520553588867188,13.929685592651367,3
201,15.77890682220459,14.760942459106445,3
